id,gender,first_name,middle_name,last_name,nickname,ssn,sexual_orientation,age,generation,date_of_birth,time_of_birth,date_of_death,hair_color,hair_type,eye_color,height,weight,blood_type_allele,mannerisms,positive_traits,neutral_traits,negative_traits,phone_number,email,passport,drivers_license,home,vehicle,bank_account,pet,marital_status,spouse,maiden_name,children,siblings,parent_a,parent_b,employer,role,patron_of,is_alive,parents,can_work,can_marry,is_working,age_group,full_name,name,title,gender_abbr,desired_gender,body_mass_index,format_weight,format_height,years_lived,blood_type
P479d,Female,Teresa,Kathy,Zuniga,Tess,352-43-9799,Homosexual,27,1,2072-04-27,05:34 PM,,Brown,Spiky,Brown,69.5,130.2,AOdD,Over enunciates,"Sane, Logical, Planful",Cute,"Obvious, Irrational, Paranoid",Cell: (416) 463-0164,Personal: teresazuniga762@hokmail.com,Passport: Y03283475 - Exp: Aug 2104,Driver's License: F26BWQG6 - Exp: Aug 2104,"Home: 7468 Smith Estate, Josephville, NJ - 07163","White 2006 Lamborghini Murcielago - Convertible, Coupe - 244 2XL","Bank Account (905444877): $3,142.56",,Married,Virginia Elizabeth Johnson (2074 -  ),,"[P9a9e, Pb9f1]","[Pfb5f, P04c7, Pd5a5]",Christina Audrey Zuniga (2049 -  ),Philip Steven Zuniga (2052 - 2100),Market Store Quick (2092) - Retail: Convenience,Employee: General,"[Invest Wise Invest (2093) - Finance: Investment Firm, Drive Parts (2099) - Automotive: Suppliers, Sound Quest Music (2099) - Entertainment: Music, FeastSip Bread (2099) - Food and Beverage: Bakery, Style Quest Press (2089) - Entertainment: Journalism]",True,Christina Zuniga and Philip Zuniga,True,True,True,Early Young Adult,Teresa Kathy Zuniga,Tess Zuniga,Mrs.,F,Female,18.9,130 lbs,"5' 10""",2072 -  ,A+
Pcc0c,Female,Stacy,Rebecca,Marshall,Becky,122-29-5210,Bisexual,29,1,2070-09-02,12:10 AM,,Black,Wavy,Brown,60.6,153.1,AADd,Blushes a lot,"Knowledge, Good-natured, Patriotic",Placid,"Opinionated, Confused, Unimaginative",Cell: (137) 851-0264,Personal: stacymarshall963@yakoo.com,Passport: D01417093 - Exp: Feb 2107,Driver's License: D37KZSL5 - Exp: Jun 2101,"Home: 629 Hutchinson Vista, East Brittany, NJ - 07269",Gray 2010 MAZDA Tribute - SUV - 825 YCN,"Bank Account (702175765): $22,262.87",,Single,,,[],[Pefb3],David Michael Marshall (2045 -  ),Monique Donna Marshall (2049 -  ),,Unemployed,"[Drive Parts (2099) - Automotive: Suppliers, FeastSip Bread (2099) - Food and Beverage: Bakery, Star Beat Journal (2098) - Entertainment: Journalism]",True,Mikey Marshall and Dona Marshall,True,True,False,Early Young Adult,Stacy Rebecca Marshall,Becky Marshall,Ms.,F,Male,29.3,153 lbs,"5' 1""",2070 -  ,A+
Pefb3,Male,Seth,William,Marshall,,747-14-4206,Heterosexual,33,1,2066-04-13,06:53 AM,,Blonde,Touseled,Brown,72.8,135.3,AAdD,Quotes well-known literary works,"Playful, Prudent, Balanced",Soft,"Excitable, Sloppy, Regimental",Cell: (487) 596-4414,Personal: smarshall283@hokmail.com,Passport: K42070008 - Exp: Dec 2101,Driver's License: W30IWNX3 - Exp: Jul 2107,"Home: 8174 Medina Turnpike - Suite 062, Port Deborah, NJ - 07864",,"Bank Account (999447902): $25,587.05","Animal(name='Tasha', animal_type='Cat', breed='Oriental Longhair', age=14, gender='Female')",Single,,,[],[Pcc0c],David Michael Marshall (2045 -  ),Monique Donna Marshall (2049 -  ),,Unemployed,[SelectPlace Trade (2099) - Retail: Wholesale],True,Mikey Marshall and Dona Marshall,True,True,False,Late Young Adult,Seth William Marshall,Seth Marshall,Mr.,M,Female,17.9,135 lbs,"6' 1""",2066 -  ,A+
Pe50c,Female,Virginia,Elizabeth,Johnson,,535-11-8225,Homosexual,25,1,2074-12-07,04:45 AM,,Blonde,Frizzy,Green,66.4,135.9,AODD,Flexing fingers,"Freethinking, Humble, Wise",Hypnotic,"Unconvincing, Loquacious, Mealymouthed",Cell: (525) 540-1050,Personal: virginiajohnson275@kol.com,Passport: O09464506 - Exp: Sep 2105,Driver's License: G83IONT6 - Exp: Jun 2107,"Home: 7468 Smith Estate, Josephville, NJ - 07163",Brown 1993 Chevrolet Sportvan G10 - Van/Minivan - 3-9401L,"Bank Account (259411746): $10,973.71","Animal(name='Phoenix', animal_type='Bird', breed='Society Finch', age=9, gender='Male')",Married,Teresa Kathy Zuniga (2072 -  ),,"[P9a9e, Pb9f1]",[P950a],William Victor Johnson (2045 -  ),Amber Laura Johnson (2060 -  ),,Unemployed,"[Sound Quest Music (2099) - Entertainment: Music, FeastSip Bread (2099) - Food and Beverage: Bakery, Star Beat Journal (2098) - Entertainment: Journalism, Style Quest Press (2089) - Entertainment: Journalism]",True,Will Johnson and Amber Johnson,True,True,False,Early Young Adult,Virginia Elizabeth Johnson,Virginia Johnson,Mrs.,F,Female,21.7,136 lbs,"5' 6""",2074 -  ,A+
P950a,Male,Mark,Brian,Johnson,Bryant,334-40-6387,Heterosexual,34,1,2065-09-22,09:27 AM,,Brown,Straight,Brown,70.8,221.4,AODD,Hugs arms around himself/herself,"Contemplative, Accessible, Faithful",Solemn,"Angry, Astigmatic, Messy",Cell: (927) 624-8662,Personal: mjohnson@kmail.com,Passport: M33097426 - Exp: Jun 2102,Driver's License: D18TDRC3 - Exp: Feb 2107,"Home: 701 Linda Flat - Apt. 607, West Heather, NJ - 07794",Red 2012 MAZDA CX-7 - SUV - KMO6312,"Bank Account (899336581): $17,666.91",,Single,,,[],[Pe50c],William Victor Johnson (2045 -  ),Amber Laura Johnson (2060 -  ),,Unemployed,"[Taste Bite Beverage (2098) - Food and Beverage: Beverage Manufacture, Style Quest Press (2089) - Entertainment: Journalism, SelectPlace Trade (2099) - Retail: Wholesale, EducateCenter School (2095) - Education: Public K-6]",True,Will Johnson and Amber Johnson,True,True,False,Late Young Adult,Mark Brian Johnson,Bryant Johnson,Mr.,M,Female,31.1,221 lbs,"5' 11""",2065 -  ,A+
P1f83,Male,Alan,Jonathan,Smith,Al,301-95-1729,Homosexual,38,1,2061-02-15,12:14 PM,,Brown,Frizzy,Brown,80.7,171.2,ABDD,Closes eyes briefly when music is heard,"Deep, Teacherly, Directed",Impersonal,"Tactless, Blunt, Unstable",Cell: (286) 192-3345,Personal: alanrhodes61@hokmail.com,Passport: U17027731 - Exp: Jan 2105,Driver's License: I27MGZO5 - Exp: Nov 2103,"Home: 625 Collins Via - Apt. 953, Nortonport, NJ - 08599",,"Bank Account (295453803): $23,219.79",,Married,Zachary William Smith (2078 -  ),Rhodes,"[P876f, P01d4]",[Pe3df],Frederick Rhodes (2041 - 2100),Daniel Jonathan Rhodes (2048 -  ),,Unemployed,[SelectPlace Trade (2099) - Retail: Wholesale],True,Rick Rhodes and Daniel Rhodes,True,True,False,Late Young Adult,Alan Jonathan Smith,Al Smith,Mr.,M,Male,18.5,171 lbs,"6' 9""",2061 -  ,AB+
Pe3df,Male,Raymond,Steven,Rhodes,Stevie,004-32-0879,Heterosexual,21,1,2078-10-14,01:04 PM,2100-01-01,Black,Unkempt,Brown,72.7,175.2,BODD,Can't eat around a stranger,"Self-defacing, Observant, Forthright",Intense,"Power-hungry, Unrealistic, Bizarre",Cell: (855) 314-6328,Personal: raymondrhodes265@yakoo.com,Passport: P05007276 - Exp: Aug 2106,Driver's License: N16PNHC4 - Exp: Jul 2101,"Home: 999 Chad Views, Port Ashley, NJ - 07892",,"Bank Account (135981503): $21,984.09",,Single,,,[],[P1f83],Frederick Rhodes (2041 - 2100),Daniel Jonathan Rhodes (2048 -  ),,Unemployed,"[Style Quest Press (2089) - Entertainment: Journalism, SelectPlace Trade (2099) - Retail: Wholesale, EducateCenter School (2095) - Education: Public K-6]",False,Rick Rhodes and Daniel Rhodes,True,True,False,Early Young Adult (Deceased),Raymond Steven Rhodes,Stevie Rhodes,Mr.,M,Female,23.3,175 lbs,"6' 1""",2078 - 2100,B+
P876f,Male,Joshua,,Smith,Joe,796-18-8079,Unknown,2,0,2097-04-24,04:33 AM,,Blonde,Spiky,Hazel,69.5,187.7,AADD,,,,,,,,,,,,,,,,[],[P01d4],Zachary William Smith (2078 -  ),Alan Jonathan Smith (2061 -  ),,,,True,Willy Smith and Al Smith,False,False,False,Toddler,Joshua Smith,Joe Smith,Mr.,M,Female,27.3,188 lbs,"5' 10""",2097 -  ,A+
P01d4,Male,John,Leroy,Smith,,396-29-3990,Bisexual,19,0,2080-12-19,09:56 AM,2100-01-01,Black,Frizzy,Blue,71.7,172.7,ABdD,Wears bright red lipstick,"Benevolent, Honest, Honorable",Undemanding,"Meretricious, Venal, Calculating",Cell: (682) 665-0119,Personal: smith621@kmail.com,Passport: Z29642462 - Exp: Feb 2101,Driver's License: D50JMJK8 - Exp: Apr 2103,"Home: 47518 Lopez Roads - Suite 727, New Patrick, NJ - 07960",White 2004 Ford Thunderbird - Convertible - DPD4784,"Bank Account (462607829): $17,425.95",,Single,,,[],[P876f],Zachary William Smith (2078 -  ),Alan Jonathan Smith (2061 -  ),,Unemployed,"[Sound Quest Music (2099) - Entertainment: Music, Market Store Quick (2092) - Retail: Convenience, SelectPlace Trade (2099) - Retail: Wholesale, EducateCenter School (2095) - Education: Public K-6]",False,Willy Smith and Al Smith,True,True,False,Late Teen (Deceased),John Leroy Smith,John Smith,Mr.,M,Female,23.6,173 lbs,"6' 0""",2080 - 2100,AB+
P889b,Female,Jessica,Melody,Holland,,589-90-1086,Heterosexual,17,0,2082-10-11,06:54 PM,,Blonde,Flowing,Brown,58.2,149.2,BODD,Walks with erect posture,"Selfless, Cooperative, Painstaking",Unchanging,"Strong-willed, Regimental, Puritanical",Cell: (384) 945-3858,Personal: jessicaholland@kmail.com,Passport: E18221475 - Exp: Jul 2108,,,,,,,,,[],"[P8ac0, P739e]",Martin Robert Holland (2075 -  ),Nicole Holland (2077 -  ),,Unemployed,[Style Quest Press (2089) - Entertainment: Journalism],True,Martin Holland and Nole Holland,True,True,False,Late Teen,Jessica Melody Holland,Jessica Holland,Ms.,F,Male,31.0,149 lbs,"4' 10""",2082 -  ,B+
P8ac0,Male,Frank,Ryan,Holland,Ry,355-61-1777,Unknown,-1,0,2100-07-26,10:26 PM,,White,Wavy,Brown,64.7,188.5,BODd,,,,,,,,,,,,,,,,[],"[P889b, P739e]",Martin Robert Holland (2075 -  ),Nicole Holland (2077 -  ),,,,True,Martin Holland and Nole Holland,False,False,False,,Frank Ryan Holland,Ry Holland,Mr.,M,Female,31.7,188 lbs,"5' 5""",2100 -  ,B+
P739e,Female,Angela,,Holland,,147-06-4945,Heterosexual,15,0,2084-07-17,09:26 PM,2099-07-27,Black,Curly,Hazel,60.0,154.7,BADD,Walks with erect posture,"Focused, Clear-headed, Liberal",Preoccupied,"Uncreative, Unrestrained, Excitable",Cell: (236) 228-8148,Personal: aholland@hokmail.com,Passport: L57704235 - Exp: Dec 2104,,,,,,,,,[],"[P889b, P8ac0]",Martin Robert Holland (2075 -  ),Nicole Holland (2077 -  ),,,[],False,Martin Holland and Nole Holland,False,False,False,Late Teen (Deceased),Angela Holland,Angela Holland,Ms.,F,Male,30.2,155 lbs,"5' 0""",2084 - 2099,B+
Pb7e2,Male,Dan,David,Johnson,Dave,479-11-1412,Unknown,6,0,2093-09-27,03:08 AM,2100-01-01,Brown,Curly,Hazel,79.3,217.3,AAdd,,,,,,,,,,,,,,,,[],"[Pfade, P064d, P46b9]",Jeffrey Johnson (2080 - 2100),Erin Stacy Johnson (2074 -  ),,,,False,Geoff Johnson and Staci Johnson,False,False,False,Early Childhood (Deceased),Dan David Johnson,Dave Johnson,Mr.,M,Female,24.3,217 lbs,"6' 7""",2093 - 2100,A-
Pfade,Male,Terry,Jeremy,Johnson,Jezza,617-25-7750,Unknown,7,0,2092-11-24,12:59 AM,,Brown,Flowing,Brown,62.5,154.5,BBDd,,,,,,,,,,,,,,,,[],"[Pb7e2, P064d, P46b9]",Jeffrey Johnson (2080 - 2100),Erin Stacy Johnson (2074 -  ),,,,True,Geoff Johnson and Staci Johnson,False,False,False,Early Childhood,Terry Jeremy Johnson,Jezza Johnson,Mr.,M,Female,27.8,154 lbs,"5' 2""",2092 -  ,B+
P064d,Male,Casey,Shane,Johnson,K.C.,032-13-7315,Bisexual,19,0,2080-02-04,03:05 PM,,Black,Flowing,Hazel,70.5,177.5,AADd,Talks about obscure music artists,"Personable, Extraordinary, Caring",Breezy,"Obnoxious, Undisciplined, Conceited",Cell: (778) 127-0298,Personal: caseyjohnson@yakoo.com,Passport: G20280244 - Exp: Sep 2107,Driver's License: F92AEVO8 - Exp: Oct 2098,"Home: 9683 Castillo Shore, West James, NJ - 08385","Black 2001 Saturn S-Series - Coupe, Sedan, Wagon - 736-JVG","Bank Account (988940682): $3,664.84",,Single,,,[],"[Pb7e2, Pfade, P46b9]",Jeffrey Johnson (2080 - 2100),Erin Stacy Johnson (2074 -  ),,Unemployed,"[Style Quest Press (2089) - Entertainment: Journalism, SelectPlace Trade (2099) - Retail: Wholesale]",True,Geoff Johnson and Staci Johnson,True,True,False,Late Teen,Casey Shane Johnson,K.C. Johnson,Mr.,M,Female,25.1,178 lbs,"5' 10""",2080 -  ,A+
P46b9,Male,Jason,James,Johnson,Jimmie,099-59-5715,Unknown,12,0,2087-05-10,09:16 PM,,Black,Straight,Hazel,75.8,138.2,BBDd,,,,,,,,,,,,,,,,[],"[Pb7e2, Pfade, P064d]",Jeffrey Johnson (2080 - 2100),Erin Stacy Johnson (2074 -  ),,,,True,Geoff Johnson and Staci Johnson,False,False,False,Early Teen,Jason James Johnson,Jimmie Johnson,Mr.,M,Female,16.9,138 lbs,"6' 4""",2087 -  ,B+
P36bd,Female,Patricia,,Smith,,127-55-9304,Unknown,2,0,2097-03-22,08:24 AM,,Brown,Straight,Brown,69.6,133.1,AODd,,,,,,,,,,,,,,,,[],"[Pcf46, P4699]",Nathan Zachary Smith (2065 -  ),Katherine Kelsey Smith (2068 -  ),,,,True,Nate Smith and Lena Smith,False,False,False,Toddler,Patricia Smith,Patricia Smith,Ms.,F,Male,19.3,133 lbs,"5' 10""",2097 -  ,A+
Pcf46,Male,David,Dennis,Smith,,662-46-1789,Unknown,0,0,2099-06-27,03:29 AM,,Black,Straight,Hazel,63.2,199.0,BADD,,,,,,,,,,,,,,,,[],"[P36bd, P4699]",Nathan Zachary Smith (2065 -  ),Katherine Kelsey Smith (2068 -  ),,,,True,Nate Smith and Lena Smith,False,False,False,Infant,David Dennis Smith,David Smith,Mr.,M,Female,35.0,199 lbs,"5' 3""",2099 -  ,B+
P4699,Female,Ann,Lisa,Smith,,058-08-0567,Unknown,5,0,2094-01-24,11:39 AM,,Blonde,Curly,Amber,59.5,138.3,BADD,,,,,,,,,,,,,,,,[],"[P36bd, Pcf46]",Nathan Zachary Smith (2065 -  ),Katherine Kelsey Smith (2068 -  ),,,,True,Nate Smith and Lena Smith,False,False,False,Early Childhood,Ann Lisa Smith,Ann Smith,Ms.,F,Male,27.5,138 lbs,"5' 0""",2094 -  ,B+
P9a9e,Female,Terri,Diana,Zuniga,Teri,635-26-9751,Heterosexual,18,0,2081-02-19,06:39 PM,,Blonde,Straight,Brown,57.0,136.4,AAdD,Twiddling thumbs,"Precise, Allocentric, Practical",Dreamy,"Indulgent, Domineering, Unreflective",Cell: (427) 612-5126,Personal: terrizuniga219@hokmail.com,Passport: D15790839 - Exp: Jan 2105,Driver's License: R24ZYKM5 - Exp: Jul 2105,"Home: 630 Glenn Knolls, Julieton, NJ - 08839",,"Bank Account (991808664): $21,297.53","Animal(name='Bubble', animal_type='Fish', breed='Betta Fish', age=6, gender='Female')",Single,,,[],[Pb9f1],Teresa Kathy Zuniga (2072 -  ),Virginia Elizabeth Johnson (2074 -  ),,Unemployed,"[Drive Parts (2099) - Automotive: Suppliers, Star Beat Journal (2098) - Entertainment: Journalism]",True,Tess Zuniga and Virginia Johnson,True,True,False,Late Teen,Terri Diana Zuniga,Teri Zuniga,Ms.,F,Male,29.5,136 lbs,"4' 9""",2081 -  ,A+
Pb9f1,Female,Melissa,Melissa,Zuniga,Lisa,619-22-0937,Unknown,2,0,2097-12-20,03:05 PM,,Brown,Frizzy,Brown,63.5,150.4,AADD,,,,,,,,,,,,,,,,[],[P9a9e],Teresa Kathy Zuniga (2072 -  ),Virginia Elizabeth Johnson (2074 -  ),,,,True,Tess Zuniga and Virginia Johnson,False,False,False,Toddler,Melissa Melissa Zuniga,Lisa Zuniga,Ms.,F,Male,26.2,150 lbs,"5' 4""",2097 -  ,A+
