age,age_group,blood_type,blood_type_allele,body_mass_index,can_marry,can_work,children,date_of_birth,date_of_death,desired_gender,drivers_license,email,employer,eye_color,first_name,format_height,format_weight,full_name,gender,gender_abbr,generation,hair_color,hair_type,height,home,id,is_alive,is_working,last_name,maiden_name,mannerisms,marital_status,middle_name,negative_traits,neutral_traits,nickname,parents,passport,patron_of,pet,phone_number,positive_traits,role,sexual_orientation,siblings,spouse,ssn,time_of_birth,title,vehicle,weight,years_lived
68,Senior,A+,AODD,17.1,True,True,"[P5f5b, P1da8, P882a]",2031-09-19,,Female,Driver's License: D06MTCJ2 - Exp: May 2100,Personal: rhart31@outkook.com,,Brown,Ricky,"5' 10""",120 lbs,Ricky David Hart,Male,M,3,Black,Straight,70.4,"Home: 43589 Daniel Mission, Smithland, FL - 34599",P68c9,True,False,Hart,,Takes a lot of selfies,Married,David,"Rowdy, Conventional, Erratic",Maternal,,[],Passport: J62542268 - Exp: May 2109,"[StudyPlace Primary (2096) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, FitCare Doc (2018) - Healthcare: Doctor, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Invest Edge Finance (2087) - Finance: Bank, InvestTech Fund (2098) - Finance: Investment Firm, Well Care Care (2097) - Healthcare: Hospital, Capital Edge Finance (2096) - Finance: Bank, StayGetaway Explore (2096) - Hospitality: Other, LogicSolutions Wireless (2098) - Technology: Mobile Providers, Fund Hub Digital (2090) - Finance: Crypto]",,Cell: (521) 791-8111,"Observant, Playful, Prudent",Unemployed,Heterosexual,[],Taylor Karen Hart (2027 -  ),359-07-6834,01:38 PM,Mr.,Blue 2002 Ford Econoline E350 Super Duty Cargo - Van/Minivan - TKG-966,120.3,2031 -  
67,Senior (Deceased),AB+,ABDD,22.4,True,True,[],2032-01-24,2099-04-03,Male,Driver's License: J37ZZPL8 - Exp: Apr 2101,Personal: tcooper32@yakoo.com,Route Ways Transfer (2099) - Transportation: Relocation,Brown,Tara,"5' 10""",159 lbs,Tara Rebecca Cooper,Female,F,3,Blonde,Straight,70.5,"Home: 724 Robert Fork, Port Danielside, HI - 96732",Pad71,False,True,Cooper,,Wears mismatched clothing,Single,Rebecca,"Obvious, Overimaginative, Superstitious",Emotional,,[],Passport: X57970918 - Exp: Feb 2108,"[Knowledge Elementary School (2097) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, ZoomWagon Repair (1919) - Automotive: Mechanic, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, InvestTech Fund (2098) - Finance: Investment Firm, TrendOutlet Bulk (2074) - Retail: Wholesale, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Capital Edge Finance (2096) - Finance: Bank, StayGetaway Explore (2096) - Hospitality: Other, Tour Escape Stay (2099) - Hospitality: Hotels, LogicSolutions Wireless (2098) - Technology: Mobile Providers]","Animal(name='Bounce', animal_type='Rodent', breed='Peruvian Guinea Pig', age=2, gender='Female')",Cell: (359) 762-5256,"Articulate, Esthetic, Imaginative",Employee: General,Heterosexual,[],,800-42-7219,04:22 AM,Ms.,Black 2020 Lexus NX - SUV - 0-07385N,158.7,2032 - 2099
62,Senior (Deceased),AB+,ABDd,28.7,True,True,[],2037-01-08,2100-01-01,Female,Driver's License: X00FYGC0 - Exp: Jun 2099,Personal: scunningham18@kmail.com,Speed Air (1915) - Transportation: Airline,Brown,Shelly,"5' 0""",149 lbs,Shelly Cunningham,Female,F,3,Black,Spiky,60.4,"Home: 268 Stephen Greens, Michelletown, OR - 97166",Pb602,False,True,Cunningham,,Doodles absentmindedly,Single,,"Incurious, Bland, Inconsiderate",Invisible,,[],Passport: D96340293 - Exp: Jan 2107,"[LearnCenter High (2098) - Education: Public 10-12, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Inno Produce (2096) - Technology: Manufacturers, Commute Express Courier (2073) - Transportation: Courier / Delivery, TrendOutlet Bulk (2074) - Retail: Wholesale, ExploreEscape Adventures (2097) - Hospitality: Other, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, StayGetaway Explore (2096) - Hospitality: Other, Dinero Finance (2090) - Finance: Bank, Tour Escape Stay (2099) - Hospitality: Hotels]","Animal(name='Jasper', animal_type='Cat', breed='Persian (Traditional)', age=10, gender='Male')",Cell: (503) 300-1209,"Self-sufficent, Intelligent, Admirable",Employee: General,Homosexual,[],,243-86-1260,09:40 PM,Ms.,,148.9,2037 - 2100
74,Senior (Deceased),AB+,ABDd,15.6,True,True,"[P5092, Pa28b, P17ab]",2025-12-19,2100-01-01,Male,Driver's License: R04KMSC6 - Exp: May 2102,Personal: clee1219@kol.com,Cyber Solutions Connect (2061) - Technology: Mobile Providers,Brown,Cristina,"6' 1""",119 lbs,Cristina Maria Mcgee,Female,F,3,Blonde,Unkempt,73.3,"Home: 898 Jerry Row  - Suite 529, South Wendy, NY - 10480",P48ee,False,True,Mcgee,Lee,Touches nose a lot,Married,Maria,"Obnoxious, Shortsighted, Irrational",Strict,,[],Passport: G90735197 - Exp: Feb 2100,"[LearnCenter High (2098) - Education: Public 10-12, FitCare Doc (2018) - Healthcare: Doctor, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, ZoomWagon Repair (1919) - Automotive: Mechanic, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, TrendOutlet Bulk (2074) - Retail: Wholesale, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Capital Edge Finance (2096) - Finance: Bank, StayGetaway Explore (2096) - Hospitality: Other, Dinero Finance (2090) - Finance: Bank, Tour Escape Stay (2099) - Hospitality: Hotels, LogicSolutions Wireless (2098) - Technology: Mobile Providers, A Taste of Delight Go (2089) - Food and Beverage: Fast Food]",,Cell: (394) 971-1787,"Pruposeful, Fun-loving, Tractable",Employee: General,Heterosexual,[],Isaiah Mcgee (2028 -  ),702-60-2219,08:34 PM,Mrs.,Red 2006 Ford Freestar Passenger - Van/Minivan - OSU-6555,119.4,2025 - 2100
73,Senior,A+,AADd,29.1,True,True,[],2026-12-15,,Male,Driver's License: A54HCXH3 - Exp: Apr 2098,Personal: jacksmith1215@kcloud.com,Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender,Brown,Jack,"5' 6""",180 lbs,Jack Smith,Male,M,3,Brown,Touseled,66.0,"Home: 2471 Sanchez Trail, South Adam, AR - 72185",Pd7fd,True,True,Smith,,Displays physical affection often with another,Single,,"Tense, Devious, Astigmatic",Conservative,,[],Passport: D80508340 - Exp: Dec 2103,"[Speed Air (1915) - Transportation: Airline, StudyPlace Primary (2096) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, TransitPath Courier (2088) - Transportation: Courier / Delivery, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Well Care Care (2097) - Healthcare: Hospital, Capital Edge Finance (2096) - Finance: Bank, StayGetaway Explore (2096) - Hospitality: Other, Route Ways Commute (2085) - Transportation: Ride Sharing / Taxi, Style Flicks Play (2066) - Entertainment: Sports, LogicSolutions Wireless (2098) - Technology: Mobile Providers]",,Cell: (716) 512-2584,"Extraordinary, Nonauthoritarian, Hardworking",Manager: General,Homosexual,[],,171-98-0136,05:49 AM,Mr.,,180.1,2026 -  
65,Senior (Deceased),O+,OODD,37.1,True,True,[P59c3],2034-08-16,2100-01-01,Male,Driver's License: M24CGRM3 - Exp: Dec 2103,Personal: ryanwilson@kmail.com,Code Sync Connect (2025) - Technology: Mobile Providers,Hazel,Ryan,"5' 2""",205 lbs,Ryan Wilson,Male,M,3,Blonde,Flowing,62.3,"Home: 956 Butler Grove, South Jamesfurt, IA - 51772",Pab22,False,True,Wilson,,Wears a scarf often,Married,,"Plodding, Messy, Abrasive",Physical,Ry,[],Passport: F98539561 - Exp: Jan 2106,"[Speed Air (1915) - Transportation: Airline, LearnCenter High (2098) - Education: Public 10-12, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Star Quest Arena (2099) - Entertainment: Sports, Inno Produce (2096) - Technology: Manufacturers, Invest Edge Finance (2087) - Finance: Bank, Fund Invest (2098) - Finance: Investment Firm, Learn Center School (2098) - Education: Public K-6, LogicSolutions Wireless (2098) - Technology: Mobile Providers, Fund Hub Digital (2090) - Finance: Crypto]",,Cell: (171) 126-1639,"Individualistic, Cooperative, Logical",Employee: General,Homosexual,[],Randy Joseph Wilson (2035 - 2099),058-87-8544,12:33 AM,Mr.,,204.6,2034 - 2100
71,Senior,O-,OOdd,18.3,True,True,[Pcfe5],2028-11-16,,Female,Driver's License: J97FNPO9 - Exp: Apr 2107,Personal: dtucker@yakoo.com,LogicSolutions Wireless (2098) - Technology: Mobile Providers,Hazel,Dawn,"6' 0""",133 lbs,Dawn Samantha Tucker,Female,F,3,Black,Wavy,71.6,"Home: 158 Hale Forest  - Suite 269, East Bradley, OH - 43121",P4b29,True,True,Tucker,,Arms crossed defensively,Married,Samantha,"Irresponsible, Discontented, Complaintive",Intense,,[],Passport: L91668927 - Exp: Jan 2105,"[LearnCenter High (2098) - Education: Public 10-12, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Yum Delight Quick (2007) - Food and Beverage: Fast Food, ZoomWagon Repair (1919) - Automotive: Mechanic, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, Commute Express Courier (2073) - Transportation: Courier / Delivery, Well Care Care (2097) - Healthcare: Hospital, Leisure Journey World (2046) - Hospitality: Theme Park, ExploreEscape Adventures (2097) - Hospitality: Other, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, StayGetaway Explore (2096) - Hospitality: Other, KnowledgeCampus Middle (2098) - Education: Public 7-9, Tour Escape Stay (2099) - Hospitality: Hotels, LogicSolutions Wireless (2098) - Technology: Mobile Providers]",,Cell: (387) 860-7929,"Realistic, Subtle, Methodical",Manager: General,Homosexual,[],Mary Kimberly Tucker (2035 -  ),822-87-7446,08:41 PM,Mrs.,Blue 1998 GMC 1500 Regular Cab - Pickup - 144 WEO,133.1,2028 -  
60,Senior,A+,AODD,24.7,True,True,[],2039-12-16,,Male,Driver's License: K98LVGZ6 - Exp: Apr 2101,Personal: kimberlyvaldez1216@kmail.com,Select Store Gadget (2099) - Retail: Electronics,Brown,Kimberly,"5' 1""",129 lbs,Kimberly Michelle Wood,Female,F,3,Blonde,Frizzy,60.6,"Home: 6831 Lane Streets, Port April, AK - 99591",P7739,True,True,Wood,Valdez,Stands with feet apart,Married,Michelle,"Expedient, Criminal, Astigmatic",Retiring,,[],Passport: Y28925541 - Exp: Apr 2104,"[LearnCenter High (2098) - Education: Public 10-12, FitCare Doc (2018) - Healthcare: Doctor, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, StayGetaway Explore (2096) - Hospitality: Other, Play World News (2087) - Entertainment: Journalism, LogicSolutions Wireless (2098) - Technology: Mobile Providers]",,Cell: (947) 908-9324,"Reverential, Cultured, Constant",Employee: General,Bisexual,[],Tanner Michael Wood (2028 - 2099),080-48-0416,12:59 AM,Mrs.,,128.8,2039 -  
71,Senior (Deceased),A+,AADd,26.3,True,True,[],2028-06-09,2099-08-13,Female,Driver's License: Z29CGGL5 - Exp: Apr 2099,Personal: twood@hokmail.com,,Brown,Tanner,"6' 4""",217 lbs,Tanner Michael Wood,Male,M,3,Black,Curly,76.2,"Home: 6831 Lane Streets, Port April, AK - 99591",P5424,False,False,Wood,,Oblivious to everyone except one person,Married,Michael,"Prim, Trendy, Secretive",Modern,Mike,[],Passport: J93361488 - Exp: Aug 2100,"[LearnCenter High (2098) - Education: Public 10-12, FitCare Doc (2018) - Healthcare: Doctor, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Taste Dine Bread (2090) - Food and Beverage: Bakery, Invest Edge Finance (2087) - Finance: Bank, InvestTech Fund (2098) - Finance: Investment Firm, Well Care Care (2097) - Healthcare: Hospital, Capital Edge Finance (2096) - Finance: Bank, StayGetaway Explore (2096) - Hospitality: Other, Play World News (2087) - Entertainment: Journalism, Route Ways Commute (2085) - Transportation: Ride Sharing / Taxi, Style Flicks Play (2066) - Entertainment: Sports, Fund Invest (2098) - Finance: Investment Firm, LogicSolutions Wireless (2098) - Technology: Mobile Providers, Fund Hub Digital (2090) - Finance: Crypto]",,Cell: (969) 384-9754,"Optimistic, Calm, Elegant",Unemployed,Bisexual,[],Kimberly Michelle Wood (2039 -  ),203-62-7146,09:40 PM,Mr.,Silver 1992 Toyota Cressida - Sedan - S34-54O,217.4,2028 - 2099
64,Senior,O+,OODD,23.0,True,True,[],2035-07-17,,Male,Driver's License: E95RPZF1 - Exp: Aug 2099,Personal: phicks717@yakoo.com,Leisure Journey World (2046) - Hospitality: Theme Park,Brown,Pam,"5' 7""",147 lbs,Pam Traci Hicks,Female,F,3,Blonde,Curly,67.0,"Home: 4040 Bowman Extension  - Suite 920, Reynoldsside, NC - 28698",Pdfe0,True,True,Hicks,,Rocking back and forth on heels,Single,Traci,"Slow, Rowdy, Vacuous",Dreamy,,[],Passport: C97645397 - Exp: Sep 2104,"[Knowledge Elementary School (2097) - Education: Public K-6, CraveEats Desserts (2084) - Food and Beverage: Desserts, LearnCenter High (2098) - Education: Public 10-12, FitCare Doc (2018) - Healthcare: Doctor, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Play Pastime (2095) - Entertainment: Hobbies, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, InvestTech Fund (2098) - Finance: Investment Firm, TrendOutlet Bulk (2074) - Retail: Wholesale, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Route Ways Transfer (2099) - Transportation: Relocation, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, StayGetaway Explore (2096) - Hospitality: Other, Dinero Finance (2090) - Finance: Bank, City Ways Repair (2090) - Automotive: Mechanic, LogicSolutions Wireless (2098) - Technology: Mobile Providers]","Animal(name='Mo', animal_type='Dog', breed='Volpino Italiano', age=12, gender='Male')",Cell: (265) 963-7434,"Fun-loving, Energetic, Healthy",Employee: General,Heterosexual,[],,573-03-2368,06:45 PM,Ms.,,146.9,2035 -  
76,Senior,B+,BODD,30.1,True,True,[],2023-12-02,,Female,Driver's License: U91YFVN6 - Exp: Sep 2107,Personal: mdyer@kmail.com,FitCare Doc (2018) - Healthcare: Doctor,Blue,Mary,"5' 1""",158 lbs,Mary Sandra Dyer,Female,F,3,Brown,Unkempt,60.8,"Home: 8073 Sarah Springs  - Apt. 814, Benjaminmouth, SC - 29900",P65ab,True,True,Dyer,,Talks loudly,Single,Sandra,"Arbitrary, Offhand, Opportunistic",Stoiid,Mae,[],Passport: W49025148 - Exp: Jun 2104,"[Knowledge Elementary School (2097) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, City Wagon Rentals (2083) - Automotive: Rental, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Go Ways Rentals (2090) - Automotive: Rental, Dinero Finance (2090) - Finance: Bank, Tour Escape Stay (2099) - Hospitality: Hotels, LogicSolutions Wireless (2098) - Technology: Mobile Providers]","Animal(name='Marshmallow', animal_type='Rodent', breed='Chinchilla', age=1, gender='Male')",Cell: (864) 392-1912,"Calm, Solid, Efficient",Manager: General,Homosexual,[],,320-55-1146,05:39 AM,Ms.,Gray 2007 Acura TL - Sedan - 340R7,158.4,2023 -  
65,Senior (Deceased),AB+,ABDD,35.4,True,True,"[P7a27, P9500, P500f]",2034-02-25,2100-01-01,Female,Driver's License: L72VPAY9 - Exp: Aug 2105,Personal: williams47@kmail.com,Knowledge Elementary School (2097) - Education: Public K-6,Brown,Timothy,"5' 7""",224 lbs,Timothy Williams,Male,M,3,Brown,Unkempt,66.7,"Home: 6705 Fuller Lakes  - Suite 046, Kimtown, RI - 02896",P8443,False,True,Williams,,Stares into the distance often,Married,,"Pharissical, Incurious, Brittle",Subjective,Tim,[],Passport: N17756476 - Exp: Feb 2103,"[LearnCenter High (2098) - Education: Public 10-12, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Taste Dine Bread (2090) - Food and Beverage: Bakery, Invest Edge Finance (2087) - Finance: Bank, Well Care Care (2097) - Healthcare: Hospital, Capital Edge Finance (2096) - Finance: Bank, Route Ways Commute (2085) - Transportation: Ride Sharing / Taxi, Fund Invest (2098) - Finance: Investment Firm, LogicSolutions Wireless (2098) - Technology: Mobile Providers, Fund Hub Digital (2090) - Finance: Crypto]",,Cell: (942) 921-8733,"Self-sufficent, Honest, Sober",Employee: General,Heterosexual,[],Denise Carrie Davis (2023 - 2100),688-81-1567,11:35 PM,Mr.,,224.3,2034 - 2100
64,Senior (Deceased),AB+,ABDd,26.4,True,True,[P5e11],2035-08-08,2100-01-01,Male,Driver's License: N67AAQQ9 - Exp: Sep 2101,Personal: patriciagonzalez35@kmail.com,Commute Express Courier (2073) - Transportation: Courier / Delivery,Hazel,Patricia,"5' 2""",143 lbs,Patricia Anita Gonzalez,Female,F,3,Black,Spiky,61.7,"Home: 674 Jeffery Square  - Apt. 523, Lisaport, NM - 87827",Pfe75,False,True,Gonzalez,,Stares in the distance,Married,Anita,"Treacherous, Barbaric, Unctuous",Unpredicatable,,[],Passport: U17450736 - Exp: Dec 2108,"[LearnCenter High (2098) - Education: Public 10-12, Style Pastime (1948) - Entertainment: Hobbies, Play Pastime (2095) - Entertainment: Hobbies, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, InvestTech Fund (2098) - Finance: Investment Firm, TrendOutlet Bulk (2074) - Retail: Wholesale, Select Store Gadget (2099) - Retail: Electronics, Delicious Eats Bistro (2095) - Food and Beverage: Restaurant, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Route Ways Transfer (2099) - Transportation: Relocation, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, Dinero Finance (2090) - Finance: Bank]",,Cell: (714) 105-4304,"Realistic, Felicific, Farsighted",Manager: General,Heterosexual,[],Matthew Jonathan Johnson (2030 - 2099),625-71-4938,12:18 AM,Mrs.,Red 2001 Toyota Sequoia - SUV - 2B 4Q9XFW,142.8,2035 - 2100
67,Senior,B+,BODD,23.9,True,True,[],2032-06-06,,Female,Driver's License: O91IQXF4 - Exp: Aug 2100,Personal: danielrose32@yakoo.com,,Green,Daniel,"6' 1""",182 lbs,Daniel Joseph Rose,Male,M,3,Brown,Wavy,73.2,"Home: 1978 Karen Ports, South Brandonfort, SC - 29656",P5920,True,False,Rose,,Stands with hands on hips,Single,Joseph,"Selfish, Destructive, Procrastinating",Cute,Jos,[],Passport: K57225494 - Exp: Jul 2106,"[WealthHub Invest (2097) - Finance: Investment Firm, StudyPlace Primary (2096) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, Byte Solutions Hub (2091) - Technology: Social Media, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Commute Express Courier (2073) - Transportation: Courier / Delivery, Well Care Care (2097) - Healthcare: Hospital, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, StayGetaway Explore (2096) - Hospitality: Other, Fund Invest (2098) - Finance: Investment Firm, Learn Center School (2098) - Education: Public K-6, LogicSolutions Wireless (2098) - Technology: Mobile Providers, Fund Hub Digital (2090) - Finance: Crypto]",,Cell: (302) 180-4265,"Curious, Personable, Leisurely",Unemployed,Heterosexual,[],,568-66-1279,10:47 AM,Mr.,Blue 2014 Chevrolet Silverado 1500 Double Cab - Pickup - 1HJ O67,182.5,2032 -  
72,Senior (Deceased),AB-,ABdd,24.9,True,True,[],2027-02-23,2099-07-05,Male,Driver's License: N81CJTV0 - Exp: Jan 2105,Personal: jennifermora@kmail.com,DrivePath Motors (2096) - Automotive: Dealership,Hazel,Jennifer,"4' 11""",124 lbs,Jennifer Brittany Mora,Female,F,3,Brown,Flowing,59.1,"Home: 956 Johnson Courts  - Apt. 002, Stevenfort, IL - 62265",P0175,False,True,Mora,,Blinks often,Single,Brittany,"Paranoid, Muddle-headed, Inhibited",Huried,Jenni,[],Passport: L67004791 - Exp: Jul 2106,"[LearnCenter High (2098) - Education: Public 10-12, ZoomWagon Repair (1919) - Automotive: Mechanic, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, InvestTech Fund (2098) - Finance: Investment Firm, TrendOutlet Bulk (2074) - Retail: Wholesale, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Capital Edge Finance (2096) - Finance: Bank, StayGetaway Explore (2096) - Hospitality: Other, KnowledgeCampus Middle (2098) - Education: Public 7-9, Auto Path Motors (2096) - Automotive: Dealership, Dinero Finance (2090) - Finance: Bank, LogicSolutions Wireless (2098) - Technology: Mobile Providers]",,Cell: (222) 101-2808,"Tractable, Friendly, Multi-leveled",Employee: General,Heterosexual,[],,414-33-2206,01:32 AM,Ms.,,123.6,2027 - 2099
66,Senior,O+,OODD,19.2,True,True,[],2033-08-01,,Male,Driver's License: M98FXBZ0 - Exp: Oct 2103,Personal: jvaughn@outkook.com,Transit Ways Delivery (2068) - Transportation: Courier / Delivery,Blue,Jamie,"5' 8""",128 lbs,Jamie Tammy Vaughn,Female,F,3,Black,Straight,68.3,"Home: 986 Joshua Mill  - Apt. 918, Lauraport, ME - 04617",P44a9,True,True,Vaughn,,Apologizes often,Single,Tammy,"Aloof, Prejudiced, Impractical",Soft,,[],Passport: N09001609 - Exp: Oct 2100,"[Logic Tech (2094) - Technology: Manufacturers, Knowledge Elementary School (2097) - Education: Public K-6, CraveEats Desserts (2084) - Food and Beverage: Desserts, LearnCenter High (2098) - Education: Public 10-12, FitCare Doc (2018) - Healthcare: Doctor, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Play Pastime (2095) - Entertainment: Hobbies, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, TrendOutlet Bulk (2074) - Retail: Wholesale, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Route Ways Transfer (2099) - Transportation: Relocation, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, StayGetaway Explore (2096) - Hospitality: Other, Dinero Finance (2090) - Finance: Bank, Tour Escape Stay (2099) - Hospitality: Hotels, LogicSolutions Wireless (2098) - Technology: Mobile Providers, EducateCampus Learn (2076) - Education: University]",,Cell: (285) 718-1375,"Deep, Sympathetic, Fair",Employee: General,Heterosexual,[],,389-66-2639,02:02 PM,Ms.,,127.7,2033 -  
67,Senior (Deceased),B-,BOdd,28.3,True,True,[],2031-06-10,2099-05-07,Female,Driver's License: S53JXSR5 - Exp: Jan 2099,Personal: davidnorman547@yakoo.com,,Brown,David,"5' 10""",195 lbs,David Michael Norman,Male,M,3,Blonde,Wavy,69.6,"Home: 33 Riley Summit  - Suite 518, Clinetown, NE - 68046",Pa72b,False,False,Norman,,Wears hats consistently,Married,Michael,"Obsessive, Unfriendly, Muddle-headed",Conservative,,[],Passport: O55414266 - Exp: Jan 2099,"[StudyPlace Primary (2096) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, FitCare Doc (2018) - Healthcare: Doctor, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Taste Dine Bread (2090) - Food and Beverage: Bakery, InvestTech Fund (2098) - Finance: Investment Firm, Well Care Care (2097) - Healthcare: Hospital, Cine Productions (2099) - Entertainment: Film / TV, Capital Edge Finance (2096) - Finance: Bank, Route Ways Commute (2085) - Transportation: Ride Sharing / Taxi, Tour Escape Stay (2099) - Hospitality: Hotels, Fund Invest (2098) - Finance: Investment Firm, Learn Center School (2098) - Education: Public K-6, LogicSolutions Wireless (2098) - Technology: Mobile Providers]",,Cell: (724) 679-3197,"Humble, Considerate, Educated",Unemployed,Heterosexual,[],Mary Donna Norman (2026 -  ),298-70-0372,10:00 PM,Mr.,Blue 2005 GMC Sierra 3500 Extended Cab - Pickup - 053-UYVW,195.2,2031 - 2099
