id,gender,first_name,middle_name,last_name,nickname,ssn,sexual_orientation,age,generation,date_of_birth,time_of_birth,date_of_death,hair_color,hair_type,eye_color,height,weight,blood_type_allele,mannerisms,positive_traits,neutral_traits,negative_traits,phone_number,email,passport,drivers_license,home,vehicle,bank_account,pet,marital_status,spouse,maiden_name,children,siblings,parent_a,parent_b,employer,role,salary,work_days,work_hours,patron_of,list_of_family,is_alive,parents,can_work,can_marry,is_working,age_group,full_name,name,title,gender_abbr,desired_gender,body_mass_index,format_weight,format_height,years_lived,blood_type
P8eba,Female,Erica,Gina,Miranda,,662-49-6225,Heterosexual,74,3,2025-04-28,01:48 AM,,Black,Curly,Brown,67.9,145.4,BODD,Cannot maintain eye contact,"Relaxed, Leisurely, Playful",Unaggressive,"Coarse, Overimaginative, Flamboyant",(956) 584-7282,Personal: emiranda428@kmail.com,Passport: X77288034 - Exp: Oct 2100,Driver's License: S15WBAP4 - Exp: Apr 2101,"Residence (val:1/size:4): 46 Cantor Street - Apartment 1006, Baxter Center, Dumphrey - 00000",Silver 2013 Toyota Matrix - Wagon - WRD 720,Bank Account (648897978): $1.82,,Married,Todd Michael Gomez (2028 -  ),,"[P46a4, P481b]",[],,,,Unemployed,0,[],[],[],"[P8b58, P46a4, P481b]",True,,True,True,False,Senior,Erica Gina Miranda,Erica Miranda,Mrs.,F,Male,22.2,145 lbs,"5' 8""",2025 -  ,B+
Pa030,Male,Bryan,Nicholas,Wilkins,,322-87-6064,Homosexual,59,3,2040-04-22,07:40 PM,2100-01-01,Blonde,Curly,Brown,74.2,163.8,BOdd,Has unkempt hair,"Captivating, Sensitive, Resourceful",Breezy,"Unstable, Phlegmatic, Superficial",(226) 473-9307,Personal: bwilkins40@kmail.com,Passport: D67475272 - Exp: Jun 2100,Driver's License: E76LOST4 - Exp: Feb 2103,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 103, Baxter Center, Dumphrey - 00000","White 2007 Saab 3-Sep - Wagon, Sedan, Convertible - 66-YE07","Bank Account (704866348): $34,177.41","Animal(name='Midnight', animal_type='Cat', breed='Lykoi', age=12, gender='Male')",Single,,,[],[],,,,Unemployed,0,[],[],[],[],False,,True,True,False,Middle Age (Deceased),Bryan Nicholas Wilkins,Bryan Wilkins,Mr.,M,Male,20.9,164 lbs,"6' 2""",2040 - 2100,B-
P2b2e,Female,Erin,Mallory,Lewis,,712-81-7279,Homosexual,66,3,2033-04-09,06:28 PM,2100-01-01,Black,Wavy,Amber,64.6,125.1,AAdd,Hands clasped behind head,"Responsive, Wise, Gentle",Contradictory,"Well-meaning, Insensitive, Forgetful",(164) 490-9836,Personal: elewis33@kmail.com,Passport: T99690220 - Exp: Sep 2109,Driver's License: T24IFZW5 - Exp: Jan 2099,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 205, Baxter Center, Dumphrey - 00000",White 2011 Ford E150 Passenger - Van/Minivan - 380 1EH,"Bank Account (787680283): $18,033.88",,Married,Jessica Lewis (2037 - 2100),,"[P1e60, Pcec0]",[],,,,Unemployed,0,[],[],[],"[Pa913, P1e60, Pcec0]",False,,True,True,False,Senior (Deceased),Erin Mallory Lewis,Erin Lewis,Mrs.,F,Female,21.1,125 lbs,"5' 5""",2033 - 2100,A-
Pce27,Male,Johnny,Daniel,Reyes,Danny,230-46-6389,Heterosexual,77,3,2022-08-05,08:33 PM,,Brown,Spiky,Brown,68.5,179.9,OODd,Knees knocking,"Compassionate, Resourceful, Modest",Whimsical,"Opinionated, Weak, Astigmatic",(941) 977-3047,Personal: jreyes22@kmail.com,Passport: H24552224 - Exp: Oct 2104,Driver's License: D46XHNY4 - Exp: Dec 2106,"Residence (val:3/size:19): 15 East Maple Street - Apartment 603, Baxter Center, Dumphrey - 00000","White 2000 Audi A4 - Wagon, Sedan - 108-GDC","Bank Account (373941078): $15,311.37",,Single,,,[],[],,,,Unemployed,0,[],[],[],[],True,,True,True,False,Senior,Johnny Daniel Reyes,Danny Reyes,Mr.,M,Female,27.0,180 lbs,"5' 8""",2022 -  ,O+
P98b7,Male,Randy,Daniel,Johnson,Danny,715-05-4617,Homosexual,69,3,2030-12-27,05:11 AM,2100-01-01,Black,Spiky,Brown,71.5,131.1,OODD,Touches nose a lot,"Clean, Protective, Patient",Dominating,"Ridiculous, Cantakerous, Passive",(822) 870-1795,Personal: rjohnson1227@kmail.com,Passport: Z07696925 - Exp: Jun 2104,Driver's License: O49MGHW8 - Exp: Nov 2105,"Residence (val:3/size:19): 15 East Maple Street - Apartment 1005, Baxter Center, Dumphrey - 00000",Gray 2018 Nissan Altima - Sedan - 275998,"Bank Account (578494959): $17,928.87",,Married,Jonathan James Johnson (2039 - 2100),,[Pf0b0],[],,,,Unemployed,0,[],[],[],"[Pc2d4, Pf0b0]",False,,True,True,False,Senior (Deceased),Randy Daniel Johnson,Danny Johnson,Mr.,M,Male,18.0,131 lbs,"6' 0""",2030 - 2100,O+
Pa71a,Female,Lisa,Kimberly,Roberson,,003-29-1554,Heterosexual,60,3,2039-06-20,05:44 AM,2100-01-01,Black,Touseled,Brown,58.9,126.2,BOdd,Looks at self in mirror often,"Persuasive, Freethinking, Debonair",Outspoken,"Devious, Vacuous, Thievish",(596) 738-8611,Personal: lisaroberson@kcloud.com,Passport: O80886312 - Exp: Jun 2102,Driver's License: P47ALPV4 - Exp: Dec 2103,"Residence (val:2/size:2): 26 Rogers Street, Baxter Center, Dumphrey - 00000",Gray 2013 BMW X1 - SUV - 1S 8R8SAC,"Bank Account (907091679): $29,141.06",,Single,,,[],[],,,,Unemployed,0,[],[],[],[],False,,True,True,False,Senior (Deceased),Lisa Kimberly Roberson,Lisa Roberson,Ms.,F,Male,25.6,126 lbs,"4' 11""",2039 - 2100,B-
P9239,Male,Darren,John,Weiss,Johnny,294-02-0344,Heterosexual,67,3,2024-10-15,08:55 PM,2092-05-03,Blonde,Straight,Hazel,73.1,154.8,AADD,Hates sitting near a stranger,"Honorable, Pruposeful, Clear-headed",Unsentimental,"Negativistic, Loquacious, Phlegmatic",(311) 890-0012,Personal: weiss485@hokmail.com,Passport: M58402141 - Exp: Jun 2096,Driver's License: Q24XUZR0 - Exp: Mar 2092,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 1106, Baxter Center, Dumphrey - 00000",Black 2007 GMC Sierra (Classic) 3500 Regular Cab - Pickup - 22-45933,"Bank Account (859331846): $8,984.53",,Single,,,[],[],,,,Unemployed,0,[],[],[],[],False,,True,True,False,Senior (Deceased),Darren John Weiss,Johnny Weiss,Mr.,M,Female,20.4,155 lbs,"6' 1""",2024 - 2092,A+
P0628,Female,Jennifer,Jill,Ramirez,Jen,220-82-8772,Heterosexual,58,3,2037-01-04,08:37 PM,2095-05-02,Black,Flowing,Amber,64.5,123.7,BBdd,Arms crossed defensively,"Warm, Athletic, Firm",Predictable,"Confused, Imitative, Cantakerous",(556) 176-4130,Personal: jdudley37@kmail.com,Passport: A12088762 - Exp: Jun 2095,Driver's License: Y68DJQN5 - Exp: Jan 2101,"Residence (val:3/size:2): 3A East Larch Street - Apartment A14, Baxter Center, Dumphrey - 00000",Black 2018 Ford F350 Super Duty Crew Cab - Pickup - 9-0216R,"Bank Account (863244868): $9,546.26","Animal(name='Casper', animal_type='Cat', breed='Maine Coon', age=14, gender='Female')",Married,Paul Richard Ramirez (2035 - 2092),Dudley,[P019a],[],,,,Unemployed,0,[],[],[],"[Pb103, P019a]",False,,True,True,False,Middle Age (Deceased),Jennifer Jill Ramirez,Jen Ramirez,Mrs.,F,Male,20.9,124 lbs,"5' 4""",2037 - 2095,B-
P52db,Male,Kenneth,Matthew,Miller,Thys,261-74-1809,Heterosexual,74,3,2025-05-27,08:29 AM,,Blonde,Straight,Brown,85.3,144.1,BBdd,Wears hair in a tight bun,"Friendly, Strong, Dramatic",Crisp,"Expedient, Weak, Suspicious",(552) 500-7389,Personal: kennethmiller@kcloud.com,Passport: N58015839 - Exp: Apr 2103,Driver's License: X81UXBN5 - Exp: Mar 2100,"Residence (val:3/size:4): 23 West Chestnut Street - Apartment 507, Baxter Center, Dumphrey - 00000",,Bank Account (224600398): $9.01,,Single,,,[],[],,,,Unemployed,0,[],[],[],[],True,,True,True,False,Senior,Kenneth Matthew Miller,Thys Miller,Mr.,M,Female,13.9,144 lbs,"7' 1""",2025 -  ,B-
Pdbb2,Female,Carrie,Cassie,Wheeler,,345-65-6961,Heterosexual,70,3,2029-02-10,11:14 AM,2099-10-16,Brown,Frizzy,Brown,68.1,140.8,OODD,Wears sleeves long with thumb holes to cover lower part of palm,"Clean, Charismatic, Resourceful",Political,"Petty, Stupid, Unfriendly",(241) 129-2759,Personal: cschwartz29@kmail.com,Passport: Q00413932 - Exp: Oct 2102,Driver's License: K88RSUN2 - Exp: Jun 2105,"Residence (val:2/size:4): 45 Greenaway Road - Apartment 908, Baxter Center, Dumphrey - 00000",,"Bank Account (257733955): $8,007.37",,Married,Robert Wheeler (2034 - 2100),Schwartz,"[Pca99, Pf076]",[],,,,Unemployed,0,[],[],[],"[Pdbc4, Pca99, Pf076]",False,,True,True,False,Senior (Deceased),Carrie Cassie Wheeler,Carrie Wheeler,Mrs.,F,Male,21.3,141 lbs,"5' 8""",2029 - 2099,O+
Pe00a,Female,Angela,,Brown,Angie,203-04-7408,Heterosexual,72,3,2027-11-05,01:34 AM,2100-01-01,Black,Curly,Brown,68.0,145.2,OODD,Hands clasped behind head,"Creative, Intelligent, Idealistic",Formal,"Destructive, Procrastinating, Impractical",(159) 363-9052,Personal: angelaserrano704@hokmail.com,Passport: S77933072 - Exp: Jul 2108,Driver's License: F81RDFX1 - Exp: Apr 2099,"Residence (val:3/size:2): 3A East Larch Street - Apartment F14, Baxter Center, Dumphrey - 00000",,"Bank Account (183378742): $1,732.07","Animal(name='Scruffy', animal_type='Rabbit', breed='Checkered Giant', age=0, gender='Male')",Married,Donald Adam Brown (2024 - 2100),Serrano,"[Pc15e, Pfae7, P9acb]",[],,,,Unemployed,0,[],[],[],"[Pa70b, Pc15e, Pfae7, P9acb]",False,,True,True,False,Senior (Deceased),Angela Brown,Angie Brown,Mrs.,F,Male,22.1,145 lbs,"5' 8""",2027 - 2100,O+
P94f6,Male,Ross,Daniel,Porter,Dan,513-26-2250,Heterosexual,69,3,2030-02-17,02:44 PM,,Blonde,Touseled,Brown,65.9,190.0,OODD,Wears headphones or hats often,"Clean, Strong, Imaginative",Unpredicatable,"Hostile, Unprincipled, Fanciful",(721) 440-0677,Personal: rossporter@kmail.com,Passport: X04478520 - Exp: Jan 2103,Driver's License: Q11ZXXP0 - Exp: Jul 2098,"Residence (val:2/size:4): 45 Greenaway Road - Apartment 509, Baxter Center, Dumphrey - 00000",,Bank Account (142896967): $8.65,,Married,Courtney Porter (2022 -  ),,[],[],,,,Unemployed,0,[],[],[],[P22de],True,,True,True,False,Senior,Ross Daniel Porter,Dan Porter,Mr.,M,Female,30.8,190 lbs,"5' 6""",2030 -  ,O+
P0135,Male,David,,Adams,Davey,008-11-3160,Heterosexual,79,3,2020-10-22,08:06 AM,2100-01-01,Grey,Straight,Green,73.3,183.1,AOdd,Exhales sharply,"Dramatic, Intuitive, Providential",Preoccupied,"Submissive, Callous, Unctuous",(322) 336-9953,Personal: davidadams@kmail.com,Passport: V37931769 - Exp: Apr 2109,Driver's License: K85LGLX2 - Exp: Apr 2107,"Residence (val:4/size:4): 31 West Chestnut Street - Apartment E4, Baxter Center, Dumphrey - 00000",White 2012 Chevrolet Silverado 1500 Regular Cab - Pickup - BE-4212,"Bank Account (823084337): $22,973.20",,Single,,,[],[],,,,Unemployed,0,[],[],[],[],False,,True,True,False,Senior (Deceased),David Adams,Davey Adams,Mr.,M,Female,24.0,183 lbs,"6' 1""",2020 - 2100,A-
Pb103,Male,Paul,Richard,Ramirez,Ricky,143-23-0673,Heterosexual,56,3,2035-07-07,02:15 AM,2092-05-10,Blonde,Unkempt,Hazel,73.3,189.5,AOdd,"Says ""ha!"" in a sarcastic tone","Attractive, Persuasive, Ebullient",Noncommittal,"Abrupt, Tasteless, Weak-willed",(851) 557-4641,Personal: ramirez473@kmail.com,Passport: M17875234 - Exp: Nov 2095,Driver's License: F11NRZX7 - Exp: Apr 2098,"Residence (val:3/size:2): 3A East Larch Street - Apartment A14, Baxter Center, Dumphrey - 00000",Black 2002 Chevrolet S10 Regular Cab - Pickup - 993 JOG,"Bank Account (402295353): $21,395.61","Animal(name='Splash', animal_type='Fish', breed='Zebrafish (Zebra Danio)', age=7, gender='Female')",Married,Jennifer Jill Ramirez (2037 - 2095),,[P019a],[],,,,Unemployed,0,[],[],[],"[P0628, P019a]",False,,True,True,False,Middle Age (Deceased),Paul Richard Ramirez,Ricky Ramirez,Mr.,M,Female,24.8,190 lbs,"6' 1""",2035 - 2092,A-
P71b1,Female,April,Samantha,Hayes,,542-52-5742,Heterosexual,59,3,2040-05-14,10:00 PM,,Black,Curly,Blue,66.1,139.4,AADD,Tosses hair,"Clear-headed, Curious, Perceptive",Preoccupied,"Odd, Malicious, Extravagant",(922) 154-4108,Personal: barnett403@yakoo.com,Passport: D58758496 - Exp: Oct 2102,Driver's License: V96BNPJ4 - Exp: Sep 2105,"Residence (val:1/size:4): 46 Cantor Street - Apartment 603, Baxter Center, Dumphrey - 00000",Silver 2001 GMC Sierra 2500 HD Crew Cab - Pickup - 38N•426,Bank Account (049750463): $2.15,,Married,Joseph Jonathan Hayes (2037 -  ),Barnett,"[P0f2a, Peaa6, P3470, P9751, P0df4]",[],,,,Unemployed,0,[],[],[],"[P1f76, P0f2a, Peaa6, P3470, P9751, P0df4]",True,,True,True,False,Middle Age,April Samantha Hayes,April Hayes,Mrs.,F,Male,22.4,139 lbs,"5' 6""",2040 -  ,A+
P1f76,Male,Joseph,Jonathan,Hayes,Jonathon,655-59-2478,Heterosexual,62,3,2037-02-02,04:55 AM,,Blonde,Unkempt,Brown,77.2,158.0,ABDd,Laughs to fill uncomfortable silences,"Scholarly, Forgiving, Debonair",Absentminded,"Possessive, Fearful, Unrealistic",(177) 983-5534,Personal: jhayes689@kmail.com,Passport: D46109307 - Exp: Nov 2102,Driver's License: J88DVMB6 - Exp: Oct 2102,"Residence (val:1/size:4): 46 Cantor Street - Apartment 603, Baxter Center, Dumphrey - 00000",,"Bank Account (474337400): $7,390.79",,Married,April Samantha Hayes (2040 -  ),,"[P0f2a, Peaa6, P3470, P9751, P0df4]",[],,,,Unemployed,0,[],[],[],"[P71b1, P0f2a, Peaa6, P3470, P9751, P0df4]",True,,True,True,False,Senior,Joseph Jonathan Hayes,Jonathon Hayes,Mr.,M,Female,18.6,158 lbs,"6' 5""",2037 -  ,AB+
P688b,Female,Theresa,Chelsea,Graham,Tracie,643-43-5762,Homosexual,68,3,2022-07-22,03:53 PM,2091-06-20,Blonde,Spiky,Brown,65.0,151.0,OODD,Talks loudly,"Imaginative, Capable, Self-defacing",Circumspect,"Mannerless, Thievish, Demanding",(494) 211-0647,Personal: theresagraham22@outkook.com,Passport: W10842629 - Exp: Aug 2097,Driver's License: S75IBTT9 - Exp: Aug 2093,"Residence (val:3/size:4): 23 West Chestnut Street - Apartment 605, Baxter Center, Dumphrey - 00000",,"Bank Account (226595810): $48,416.18","Animal(name='Bella', animal_type='Bird', breed='Finch', age=5, gender='Male')",Single,,,[],[],,,,Unemployed,0,[],[],[],[],False,,True,True,False,Senior (Deceased),Theresa Chelsea Graham,Tracie Graham,Ms.,F,Female,25.1,151 lbs,"5' 5""",2022 - 2091,O+
Pc15e,Male,John,Brandon,Brown,Jock,256-99-3260,Heterosexual,41,2,2058-11-25,03:39 AM,,Black,Unkempt,Brown,66.8,171.2,AODD,Whistles while walking,"Esthetic, Sane, Courageous",Ordinary,"Enervated, Pharissical, Well-meaning",(767) 178-0408,Personal: johnbrown@kcloud.com,Passport: A86150785 - Exp: Dec 2101,Driver's License: N36UHXP3 - Exp: May 2098,"Residence (val:2/size:2): 13 Rogers Street, Baxter Center, Dumphrey - 00000",,Bank Account (306020956): $0.55,,Married,Jenny Marilyn Brown (2044 - 2100),,[P9ff6],"[Pfae7, P9acb]",Donald Adam Brown (2024 - 2100),Angela Brown (2027 - 2100),,Unemployed,0,[],[],[],"[Pa70b, Pe00a, P434d, P9ff6, Pfae7, P9acb]",True,Dony Brown and Angie Brown,True,True,False,Middle Age,John Brandon Brown,Jock Brown,Mr.,M,Female,27.0,171 lbs,"5' 7""",2058 -  ,A+
Pfae7,Male,Daniel,Timothy,Brown,,438-52-0947,Heterosexual,55,2,2044-10-18,07:41 PM,2100-01-01,Blonde,Touseled,Brown,74.0,193.1,AODD,Has a hero complex,"Honest, Disciplined, Felicific",Private,"Frivolous, Obsessive, Weak",(572) 208-4565,Personal: dbrown52@kcloud.com,Passport: I65829308 - Exp: Nov 2103,Driver's License: C64KSBH7 - Exp: May 2105,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 606, Baxter Center, Dumphrey - 00000",,"Bank Account (624802433): $21,392.67","Animal(name='Twix', animal_type='Rodent', breed=""Dwarf Hamster (Campbell's, Winter White, Roborovski)"", age=14, gender='Female')",Married,Becky Ann Calhoun (2052 -  ),,[Pecb8],"[Pc15e, P9acb]",Donald Adam Brown (2024 - 2100),Angela Brown (2027 - 2100),,Unemployed,0,[],[],[],"[Pa70b, Pe00a, P5e79, Pecb8, Pc15e, P9acb]",False,Dony Brown and Angie Brown,True,True,False,Middle Age (Deceased),Daniel Timothy Brown,Daniel Brown,Mr.,M,Female,24.8,193 lbs,"6' 2""",2044 - 2100,A+
P9acb,Male,Carlos,Johnathan,Brown,,184-85-9771,Heterosexual,58,2,2041-08-09,03:34 AM,2100-01-01,Black,Wavy,Amber,66.2,186.8,AODD,Paces back and forth,"Self-reliant, Considerate, Honest",Stoiid,"High-handed, Dogmatic, Fearful",(608) 188-1286,Personal: carlosbrown89@kmail.com,Passport: Y09248716 - Exp: Dec 2101,Driver's License: M88PBSY0 - Exp: Jun 2101,"Residence (val:2/size:4): 45 Greenaway Road - Apartment 1206, Baxter Center, Dumphrey - 00000",Silver 1993 Mercedes-Benz 500 SEL - Sedan - CHX-9753,"Bank Account (503521694): $48,298.49",,Married,Elizabeth Maria Brown (2048 - 2100),,"[Pe4f2, P06dc]","[Pc15e, Pfae7]",Donald Adam Brown (2024 - 2100),Angela Brown (2027 - 2100),,Unemployed,0,[],[],[],"[Pa70b, Pe00a, Pc19e, Pe4f2, P06dc, Pc15e, Pfae7]",False,Dony Brown and Angie Brown,True,True,False,Middle Age (Deceased),Carlos Johnathan Brown,Carlos Brown,Mr.,M,Female,30.0,187 lbs,"5' 6""",2041 - 2100,A+
P7b24,Female,Deanna,Emily,Hayes,Emmy,053-59-8778,Heterosexual,55,2,2044-05-28,12:47 AM,2100-01-01,Brown,Touseled,Hazel,67.1,155.9,BODd,Stands with hands on hips,"Lyrical, Forecful, Passionate",Unreligious,"Amoral, Impractical, Uncooperative",(556) 175-9463,Personal: dosborne@outkook.com,Passport: A33333603 - Exp: Apr 2108,Driver's License: A32WNUV1 - Exp: Oct 2102,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 106, Baxter Center, Dumphrey - 00000",Gray 1993 Chevrolet S10 Regular Cab - Pickup - MMC 760,"Bank Account (772372025): $39,119.84",,Married,Douglas Anthony Hayes (2049 - 2100),Osborne,[Pcc47],[P0f61],Gerald John Osborne (2029 -  ),John Mark Hall (2032 - 2100),,Unemployed,0,[],[],[],"[P14bb, P2723, Peaa6, Pcc47, P0f61]",False,Gerald Osborne and Johnny Hall,True,True,False,Middle Age (Deceased),Deanna Emily Hayes,Emmy Hayes,Mrs.,F,Male,24.3,156 lbs,"5' 7""",2044 - 2100,B+
P0f61,Female,Lisa,Brenda,Osborne,,279-96-3545,Homosexual,39,2,2060-07-25,03:52 AM,,Brown,Spiky,Brown,59.9,142.9,BODD,Wears a scarf often,"Well-read, Flexible, Self-denying",Experimental,"Impulsive, Secretive, Disruptive",(657) 114-8737,Personal: losborne@yakoo.com,Passport: A15539424 - Exp: Sep 2100,Driver's License: U10IYQL0 - Exp: Dec 2100,"Residence (val:1/size:4): 46 Cantor Street - Apartment 501, Baxter Center, Dumphrey - 00000",Black 2006 Dodge Ram 1500 Regular Cab - Pickup - NV 56440,Bank Account (135440990): $23.36,,Married,Sandra Diane Phillips (2046 -  ),,"[Ped84, Pfd4f]",[P7b24],Gerald John Osborne (2029 -  ),John Mark Hall (2032 - 2100),,Unemployed,0,[],[],[],"[P14bb, P2723, Pe3a9, Ped84, Pfd4f, P7b24]",True,Gerald Osborne and Johnny Hall,True,True,False,Late Young Adult,Lisa Brenda Osborne,Lisa Osborne,Mrs.,F,Female,28.0,143 lbs,"5' 0""",2060 -  ,B+
P6ab4,Female,Debbie,Mary,Delgado,Molly,342-01-0173,Heterosexual,51,2,2048-03-08,01:02 PM,2100-01-01,Black,Touseled,Blue,63.9,147.1,BODD,"Says ""ha!"" in a sarcastic tone","Selfless, Capable, Logical",Self-conscious,"Transparent, Irrational, Timid",(948) 557-6355,Personal: debbiedelgado584@yakoo.com,Passport: U36841155 - Exp: Oct 2106,Driver's License: U74OQEA6 - Exp: Dec 2098,"Residence (val:4/size:4): 31 West Chestnut Street - Apartment F3, Baxter Center, Dumphrey - 00000",,"Bank Account (175440451): $23,776.03",,Single,,,[],[P91a8],John Anthony Delgado (2029 -  ),Matthew Derrick Delgado (2040 - 2100),,Unemployed,0,[],[],[],"[P39ce, P3093, P91a8]",False,John Delgado and Thias Delgado,True,True,False,Middle Age (Deceased),Debbie Mary Delgado,Molly Delgado,Ms.,F,Male,25.3,147 lbs,"5' 4""",2048 - 2100,B+
P91a8,Female,Carrie,Morgan,Delgado,Cassie,075-18-3827,Homosexual,49,2,2049-11-18,09:53 AM,2099-03-17,Blonde,Spiky,Amber,61.9,112.2,BODD,Clasps and unclasps fingers together,"Maticulous, Persuasive, Good-natured",Hypnotic,"Confused, Disruptive, Coarse",(498) 723-8878,Personal: cdelgado474@yakoo.com,Passport: I26511623 - Exp: Jul 2102,Driver's License: Y39DAVL0 - Exp: Feb 2097,"Residence (val:1/size:4): 46 Cantor Street - Apartment 1204, Baxter Center, Dumphrey - 00000",White 2020 Ford Expedition - SUV - KRH 101,"Bank Account (994592957): $34,928.73",,Single,,,[],[P6ab4],John Anthony Delgado (2029 -  ),Matthew Derrick Delgado (2040 - 2100),,Unemployed,0,[],[],[],"[P39ce, P3093, P6ab4]",False,John Delgado and Thias Delgado,True,True,False,Middle Age (Deceased),Carrie Morgan Delgado,Cassie Delgado,Ms.,F,Female,20.6,112 lbs,"5' 2""",2049 - 2099,B+
Paf5c,Female,Tina,Wanda,King,Christina,764-22-5546,Homosexual,56,2,2043-05-15,02:27 PM,,Brown,Flowing,Blue,67.8,128.0,OOdD,Mumbles,"Admirable, Empathetic, Rational",Mellow,"Erratic, Unimaginative, Puritanical",(266) 960-3320,Personal: tinaking43@kmail.com,Passport: L30208424 - Exp: Feb 2107,Driver's License: J28NTVG9 - Exp: Sep 2103,"Residence (val:3/size:1): 14 West Maple Street, Baxter Center, Dumphrey - 00000",,Bank Account (104579783): $2.26,"Animal(name='Destiny', animal_type='Dog', breed='Indian pariah dog', age=3, gender='Male')",Single,,,[],[],Tammy Cynthia King (2030 - 2100),Martin Jason King (2027 -  ),,Unemployed,0,[],[],[],"[Pec3b, Pf696]",True,Tammy King and Marty King,True,True,False,Middle Age,Tina Wanda King,Christina King,Ms.,F,Female,19.6,128 lbs,"5' 8""",2043 -  ,O+
P9c18,Female,Kimberly,,Nunez,Kim,677-73-8034,Heterosexual,45,2,2054-11-17,07:59 PM,,Red,Curly,Green,62.2,140.9,BBDd,Stands with feet together,"Challenging, Sociable, Self-critical",Physical,"Destructive, Opportunistic, Rowdy",(228) 995-2872,Personal: kimberlynunez54@free.net,Passport: J63214123 - Exp: Nov 2106,Driver's License: J27YULC8 - Exp: May 2099,"Residence (val:3/size:2): 3A East Larch Street - Apartment H5, Baxter Center, Dumphrey - 00000",Silver 2011 BMW X6 M - SUV - 407-EGR,"Bank Account (232674771): $4,929.48",,Single,,,[],[],Beth Nunez (2027 -  ),Scott Derek Nunez (2034 -  ),,Unemployed,0,[],[],[],"[Pce46, P6e6a]",True,Betsy Nunez and Derrek Nunez,True,True,False,Middle Age,Kimberly Nunez,Kim Nunez,Ms.,F,Male,25.6,141 lbs,"5' 2""",2054 -  ,B+
P0110,Male,Eric,Jacob,Dominguez,Jaap,140-24-9871,Homosexual,48,2,2050-08-20,03:05 AM,2099-05-08,Blonde,Flowing,Brown,71.7,185.4,BBDD,"Never says ""please"" or ""thank you""","Secure, Ebullient, Witty",Soft,"Morbid, Sanctimonious, Neglectful",(973) 357-0227,Personal: ericdominguez@kmail.com,Passport: Q08778454 - Exp: Jan 2104,Driver's License: N97JOAW0 - Exp: May 2102,"Residence (val:2/size:4): 45 Greenaway Road - Apartment 1101, Baxter Center, Dumphrey - 00000",Black 2015 MINI Roadster - Convertible - 939-722,"Bank Account (828189679): $36,761.89",,Single,,,[],[],Glenn Dominguez (2039 - 2100),Stephanie Dominguez (2034 -  ),,Unemployed,0,[],[],[],"[P807c, P26e4]",False,Glenn Dominguez and Stephanie Dominguez,True,True,False,Middle Age (Deceased),Eric Jacob Dominguez,Jaap Dominguez,Mr.,M,Male,25.4,185 lbs,"6' 0""",2050 - 2099,B+
Pdfb4,Female,Gabrielle,Sandra,Glover,,024-17-0368,Bisexual,53,2,2046-12-15,01:11 PM,,Blonde,Straight,Brown,61.8,137.2,OODd,Constantly checks phone,"Intuitive, Eloquent, Aspiring",Ambitious,"Malicious, Rowdy, Fawning",(213) 822-3298,Personal: gglover46@yakoo.com,Passport: I72824148 - Exp: Oct 2105,Driver's License: S50KUFT4 - Exp: Aug 2104,"Residence (val:2/size:4): 45 Greenaway Road - Apartment 305, Baxter Center, Dumphrey - 00000",Gray 2018 Acura RLX Sport Hybrid - Sedan - JEX-4715,"Bank Account (192895750): $2,051.84",,Single,,,[],[],Whitney Glover (2026 - 2100),Adam Charles Solomon (2028 -  ),,Unemployed,0,[],[],[],"[Pd91c, P5c01]",True,Whitney Glover and Adam Solomon,True,True,False,Middle Age,Gabrielle Sandra Glover,Gabrielle Glover,Ms.,F,Male,25.3,137 lbs,"5' 2""",2046 -  ,O+
P434d,Female,Jenny,Marilyn,Brown,Mary,708-56-4460,Heterosexual,55,2,2044-05-22,08:01 AM,2100-01-01,Blonde,Straight,Brown,68.6,141.7,OBDD,Holds significant other close,"Helpful, Tractable, Forthright",Impersonal,"Disruptive, Melancholic, Opportunistic",(987) 740-3249,Personal: jstokes374@outkook.com,Passport: S81591300 - Exp: Dec 2106,Driver's License: W28YHMX7 - Exp: Apr 2099,"Residence (val:2/size:2): 13 Rogers Street, Baxter Center, Dumphrey - 00000",White 2018 Volkswagen Golf R - Hatchback - 8I653,"Bank Account (587236871): $35,708.55","Animal(name='Kody', animal_type='Dog', breed='Irish Setter', age=15, gender='Male')",Married,John Brandon Brown (2058 -  ),Stokes,[P9ff6],[Pa848],Shelly Stokes (2026 - 2100),Danny Michael Stokes (2037 - 2100),,Unemployed,0,[],[],[],"[P4605, P73fd, Pc15e, P9ff6, Pa848]",False,Shelly Stokes and Daniel Stokes,True,True,False,Middle Age (Deceased),Jenny Marilyn Brown,Mary Brown,Mrs.,F,Male,21.2,142 lbs,"5' 9""",2044 - 2100,O+
